hrs,year,getahead,class,health,sex,educ,racehisp
,2014,Luck or help,Middle class,Fair,Male,16,White
40,2014,Hard work,Working class,Fair,Female,12,White
55,2014,Hard work,Middle class,Good,Male,16,White
40,2014,Hard work,Middle class,Excellent,Female,16,White
,2014,Hard work,Working class,Poor,Female,11,Black
60,2014,Hard work,Middle class,Excellent,Male,16,White
54,2014,Hard work,Working class,Good,Male,15,Black
5,2014,Hard work,Lower class,Fair,Female,12,Black
,2014,Hard work,Middle class,Excellent,Male,20,White
35,2014,Hard work,Middle class,Good,Male,20,White
40,2014,Luck or help,Middle class,Good,Male,3,Hispanic
38,2014,Luck or help,Working class,Fair,Female,12,White
24,2014,Hard work,Working class,Excellent,Female,12,White
,2014,Hard work,Working class,Excellent,Female,5,Hispanic
,2014,Hard work,Working class,Good,Male,12,White
30,2014,Luck or help,Lower class,Excellent,Male,15,White
,2014,Both equally,Middle class,Good,Female,12,White
8,2014,Hard work,Middle class,Excellent,Female,16,White
40,2014,Hard work,Working class,Fair,Male,12,White
32,2014,Hard work,Working class,Excellent,Female,14,White
,2014,Hard work,Lower class,Fair,Male,12,White
30,2014,Hard work,Middle class,Fair,Female,12,White
,2014,Hard work,Middle class,Good,Male,14,White
25,2014,Hard work,Middle class,Excellent,Female,15,White
40,2014,Hard work,Working class,Good,Female,15,Black
30,2014,Hard work,Middle class,Good,Female,10,Black
89,2014,Both equally,Middle class,Excellent,Male,12,White
28,2014,Hard work,Working class,Good,Male,12,White
36,2014,Hard work,Working class,Good,Female,12,White
45,2014,Hard work,Middle class,Good,Male,12,Hispanic
55,2014,Hard work,Working class,Good,Male,14,White
,2014,Hard work,Working class,Good,Male,12,White
,2014,Hard work,Middle class,Poor,Female,12,Black
,2014,Hard work,Working class,Poor,Female,11,Hispanic
12,2014,Hard work,Working class,Fair,Female,12,Hispanic
40,2014,Luck or help,Working class,Fair,Male,12,Hispanic
40,2014,Hard work,Working class,Good,Female,13,White
,2014,Hard work,Working class,Good,Female,12,White
40,2014,Hard work,Working class,Excellent,Female,12,Hispanic
,2014,Hard work,Working class,Good,Female,14,Hispanic
89,2014,Hard work,Middle class,Fair,Female,14,White
40,2014,Both equally,Working class,Excellent,Female,12,Hispanic
,2014,Both equally,Middle class,Good,Female,12,White
,2014,Hard work,Middle class,Poor,Male,20,White
,2014,Hard work,Working class,Good,Male,12,Hispanic
,2014,Hard work,Working class,Good,Female,14,White
40,2014,Luck or help,Middle class,Excellent,Male,12,White
50,2014,Both equally,Middle class,Good,Male,20,White
,2014,Hard work,Working class,Excellent,Male,16,White
,2014,Hard work,Middle class,Excellent,Female,20,White
,2014,Both equally,Middle class,Good,Male,16,White
,2014,Hard work,Middle class,Good,Male,17,White
,2014,Hard work,Middle class,Fair,Female,19,Hispanic
20,2014,Hard work,Working class,Excellent,Female,13,White
40,2014,Hard work,Middle class,Excellent,Female,18,White
45,2014,Hard work,Working class,Excellent,Male,17,Other
40,2014,Hard work,Middle class,Excellent,Female,17,White
15,2014,Hard work,Middle class,Fair,Male,16,White
40,2014,Hard work,Working class,Excellent,Female,14,White
32,2014,Both equally,Middle class,Good,Female,16,White
55,2014,Hard work,Middle class,Excellent,Female,16,White
,2014,Both equally,,,Male,18,White
,2014,Luck or help,Middle class,Good,Male,14,White
,2014,Hard work,Middle class,Poor,Female,16,White
50,2014,Hard work,Middle class,Good,Male,20,White
,2014,Hard work,Middle class,Excellent,Female,13,Black
,2014,Hard work,Middle class,Excellent,Female,16,White
55,2014,Both equally,Middle class,Excellent,Male,18,White
,2014,Hard work,Working class,Fair,Female,7,Hispanic
60,2014,Hard work,Middle class,Good,Male,12,White
30,2014,Luck or help,Middle class,Excellent,Male,12,White
,2014,Hard work,Working class,Good,Female,14,White
45,2014,Hard work,Working class,Excellent,Male,17,White
40,2014,Both equally,Working class,Good,Female,18,White
,2014,Hard work,Working class,Poor,Male,14,White
,2014,Hard work,Lower class,Good,Female,14,White
60,2014,Hard work,Middle class,Fair,Male,16,White
45,2014,Hard work,Middle class,Excellent,Male,14,White
,2014,Hard work,Middle class,Excellent,Female,16,White
40,2014,Hard work,Upper class,Good,Female,16,White
,2014,Hard work,Lower class,Excellent,Female,12,White
70,2014,Hard work,Working class,Good,Male,12,White
55,2014,Hard work,Working class,Good,Female,12,White
,2014,Hard work,Middle class,Excellent,Female,12,White
70,2014,Hard work,Middle class,Fair,Male,11,White
12,2014,Both equally,Middle class,Excellent,Male,12,Black
70,2014,Both equally,Working class,Fair,Male,12,White
30,2014,Luck or help,Working class,Excellent,Female,16,White
,2014,Luck or help,Middle class,Good,Male,12,White
,2014,Hard work,Lower class,Good,Female,8,Hispanic
,2014,Both equally,Middle class,Good,Female,14,White
45,2014,Hard work,Middle class,Excellent,Female,18,White
,2014,Hard work,Middle class,Fair,Female,13,White
10,2014,Hard work,Lower class,Fair,Male,14,White
30,2014,Hard work,Middle class,Excellent,Female,12,White
40,2014,Hard work,Working class,Fair,Male,12,White
,2014,Hard work,Middle class,Poor,Male,19,White
32,2014,Hard work,Middle class,Excellent,Female,12,White
40,2014,Hard work,Working class,Good,Female,12,White
40,2014,Hard work,Middle class,Good,Female,16,White
20,2014,Hard work,Working class,Fair,Male,16,Hispanic
62,2014,Luck or help,Middle class,Good,Male,12,White
45,2014,Hard work,Working class,Good,Male,9,White
,2014,Hard work,Lower class,Fair,Male,12,White
,2014,Hard work,Lower class,Poor,Male,15,White
25,2014,Hard work,Working class,Excellent,Male,20,White
25,2014,Hard work,Middle class,Excellent,Male,15,White
35,2014,Hard work,Working class,Good,Female,10,White
,2014,Hard work,Working class,Good,Female,15,Black
40,2014,Hard work,Working class,Good,Male,18,White
38,2014,Hard work,Working class,Excellent,Male,12,White
,2014,Hard work,Middle class,Good,Male,20,White
,2014,Luck or help,Middle class,Good,Male,16,White
,2014,Both equally,Middle class,Good,Male,14,White
,2014,Luck or help,Working class,Good,Male,12,White
,2014,Luck or help,Middle class,Poor,Male,12,White
30,2014,Hard work,Middle class,Good,Female,18,White
,2014,Both equally,Middle class,Good,Female,20,White
,2014,Both equally,Middle class,Fair,Female,9,White
39,2014,Hard work,Working class,Excellent,Female,14,White
,2014,Both equally,Working class,Poor,Male,16,White
40,2014,Hard work,Working class,Fair,Male,9,White
30,2014,Both equally,Working class,Fair,Male,10,Other
,2014,Hard work,,Good,Male,15,White
40,2014,Luck or help,Middle class,Excellent,Male,15,White
,2014,Both equally,Working class,Good,Male,18,Other
25,2014,Hard work,,Fair,Female,14,Black
32,2014,Luck or help,Middle class,Excellent,Female,16,White
10,2014,Hard work,Working class,Poor,Female,12,White
,2014,Both equally,Middle class,Good,Female,12,White
39,2014,Hard work,Working class,Good,Female,16,White
,2014,Hard work,Middle class,Good,Female,15,White
,2014,Luck or help,Middle class,Good,Female,15,Other
50,2014,Luck or help,Middle class,Good,Female,19,White
50,2014,Hard work,Upper class,Good,Male,19,White
,2014,Both equally,Middle class,Good,Female,20,White
,2014,Hard work,Working class,Fair,Female,12,Other
,2014,Hard work,Lower class,Poor,Male,12,White
,2014,Both equally,Working class,Excellent,Female,16,White
,2014,Hard work,Working class,Fair,Female,12,White
,2014,Hard work,,Good,Female,13,Other
,2014,Both equally,Middle class,Good,Female,12,Other
,2014,Hard work,Working class,Fair,Male,8,White
65,2014,Hard work,Working class,Good,Female,13,White
,2014,Hard work,Working class,Fair,Female,11,White
20,2014,Hard work,Working class,Good,Female,13,Black
,2014,Both equally,Middle class,Excellent,Female,12,White
,2014,Both equally,Middle class,Good,Female,16,White
40,2014,Luck or help,Working class,Good,Male,19,White
50,2014,Both equally,Working class,Good,Female,18,White
8,2014,Both equally,Working class,Poor,Male,12,White
,2014,Hard work,Working class,Good,Male,14,White
40,2014,Both equally,Working class,Fair,Male,10,White
48,2014,Hard work,Working class,Excellent,Female,14,White
70,2014,Hard work,Working class,Good,Female,12,Black
,2014,Luck or help,Middle class,Fair,Female,8,Hispanic
,2014,Hard work,Middle class,Excellent,Female,12,White
,2014,Both equally,Middle class,Good,Male,16,Other
40,2014,Hard work,Working class,Good,Male,12,White
40,2014,Hard work,Working class,Fair,Male,16,White
,2014,Hard work,Working class,Fair,Male,11,White
,2014,Hard work,Working class,Poor,Male,10,White
50,2014,Hard work,Middle class,Good,Female,12,White
18,2014,Hard work,Middle class,Good,Female,16,White
45,2014,Hard work,Middle class,Fair,Male,14,White
40,2014,Luck or help,Working class,Excellent,Male,16,White
30,2014,Hard work,Middle class,Excellent,Female,12,White
,2014,Hard work,Lower class,Poor,Female,12,White
,2014,Hard work,Middle class,Fair,Female,14,White
45,2014,Hard work,Middle class,Good,Male,12,White
40,2014,Hard work,Middle class,Excellent,Male,16,White
,2014,Hard work,Working class,Good,Female,15,White
27,2014,Hard work,Lower class,Good,Female,10,Black
,2014,Hard work,Lower class,Poor,Male,12,White
40,2014,Both equally,Working class,Fair,Male,14,White
26,2014,Hard work,Working class,Fair,Female,16,White
,2014,Hard work,Working class,Good,Female,14,White
38,2014,Hard work,Working class,Good,Male,12,White
30,2014,Hard work,Working class,Excellent,Female,14,White
,2014,Both equally,Lower class,Fair,Male,9,White
30,2014,Hard work,Working class,Good,Male,12,White
25,2014,Hard work,Middle class,Good,Female,12,White
40,2014,Hard work,Working class,Good,Female,18,White
30,2014,Hard work,Working class,Good,Female,13,White
,2014,Hard work,Middle class,Good,Male,15,White
60,2014,Both equally,Working class,Good,Male,9,White
60,2014,Hard work,Middle class,Excellent,Male,16,White
30,2014,Hard work,Middle class,Fair,Female,12,White
40,2014,Hard work,Middle class,Good,Female,16,White
39,2014,Hard work,Upper class,Excellent,Male,12,Hispanic
40,2014,Hard work,Middle class,Excellent,Female,16,White
30,2014,Hard work,Lower class,Excellent,Female,10,Black
,2014,Hard work,Working class,Fair,Female,12,White
,2014,Both equally,Middle class,Good,Female,17,White
,2014,Hard work,Upper class,Good,Female,18,White
,2014,Hard work,Middle class,Excellent,Male,16,White
,2014,Hard work,Working class,Good,Female,16,White
20,2014,Hard work,Lower class,Good,Female,10,Other
40,2014,Luck or help,Middle class,Excellent,Male,16,White
48,2014,Hard work,Working class,Good,Female,12,White
,2014,Hard work,Middle class,Good,Male,12,White
,2014,Hard work,Lower class,Poor,Male,9,White
40,2014,Hard work,Working class,Fair,Female,10,White
,2014,Hard work,Working class,Fair,Female,12,Black
40,2014,Hard work,Working class,Good,Male,12,White
55,2014,Hard work,Middle class,Good,Male,16,White
,2014,Hard work,Lower class,Poor,Female,12,White
40,2014,Both equally,Working class,Good,Male,12,White
,2014,Both equally,Lower class,Poor,Female,9,White
,2014,Hard work,Middle class,Good,Male,13,Hispanic
,2014,Both equally,Working class,Fair,Male,12,White
70,2014,Hard work,Working class,Excellent,Male,13,White
40,2014,Hard work,Working class,Good,Male,11,Black
89,2014,Hard work,Middle class,Excellent,Male,16,White
50,2014,Hard work,Middle class,Good,Male,12,Black
60,2014,Hard work,Middle class,Good,Female,14,White
,2014,Hard work,Working class,Fair,Male,12,White
,2014,Luck or help,Working class,Poor,Female,12,White
30,2014,Hard work,Working class,Fair,Female,12,White
,2014,Hard work,Middle class,Fair,Male,13,White
,2014,Hard work,Working class,Excellent,Female,12,White
15,2014,Luck or help,Working class,Good,Female,12,Black
,2014,Hard work,Working class,Good,Male,16,White
,2014,Hard work,Working class,Good,Male,14,White
,2014,Hard work,Upper class,Good,Female,11,Black
25,2014,Hard work,Working class,Fair,Female,13,Black
,2014,Hard work,Middle class,Good,Male,10,Black
32,2014,Hard work,Working class,Good,Female,12,White
15,2014,Hard work,Middle class,Fair,Female,10,White
,2014,Luck or help,Working class,Poor,Male,10,Black
,2014,Hard work,Working class,Excellent,Female,18,Black
32,2014,Hard work,Working class,Excellent,Female,12,Black
,2014,Luck or help,Middle class,Fair,Female,12,Black
,2014,Hard work,Working class,Poor,Female,18,White
40,2014,Hard work,Middle class,Excellent,Male,20,White
,2014,Hard work,Working class,Fair,Female,12,White
,2014,Hard work,Middle class,Fair,Male,8,White
,2014,Hard work,Working class,Fair,Female,12,White
,2014,Hard work,Working class,Excellent,Female,16,White
,2014,Luck or help,Middle class,Good,Female,18,White
,2014,Hard work,Middle class,Good,Male,15,White
80,2014,Hard work,Upper class,Excellent,Male,19,Black
49,2014,Hard work,Lower class,Good,Male,13,Black
40,2014,Hard work,Working class,Good,Female,18,White
,2014,Hard work,,Poor,Female,8,Black
35,2014,Both equally,Working class,Good,Male,10,Black
,2014,Hard work,Upper class,Poor,Male,3,Black
,2014,Hard work,Working class,Poor,Female,8,White
,2014,Hard work,Middle class,Good,Male,16,White
,2014,Hard work,Middle class,Poor,Female,8,White
,2014,Hard work,Working class,Good,Female,12,Hispanic
20,2014,Hard work,Middle class,Excellent,Male,14,Hispanic
,2014,Hard work,Working class,Good,Female,11,Black
40,2014,Hard work,Working class,Good,Female,12,Black
,2014,Hard work,Lower class,Fair,Female,11,Black
12,2014,Hard work,Working class,Good,Female,14,Hispanic
,2014,Hard work,Lower class,Fair,Male,11,White
30,2014,Hard work,Middle class,Good,Female,10,White
40,2014,Hard work,Working class,Good,Female,12,White
45,2014,Hard work,Middle class,Good,Female,16,Black
42,2014,Hard work,Working class,Good,Female,15,White
12,2014,Hard work,Working class,Excellent,Female,13,White
,2014,Hard work,Middle class,Excellent,Female,14,White
,2014,Hard work,Middle class,Good,Male,12,White
40,2014,Hard work,Middle class,Good,Female,14,White
40,2014,Luck or help,Middle class,Excellent,Female,13,Black
,2014,Hard work,Working class,Fair,Male,10,White
40,2014,Hard work,Lower class,Excellent,Female,13,Black
,2014,Hard work,Working class,Good,Female,13,Black
,2014,Hard work,Lower class,Good,Female,11,Hispanic
47,2014,Hard work,Middle class,Good,Male,12,White
40,2014,Hard work,Working class,Good,Female,16,White
40,2014,Hard work,Middle class,Fair,Female,12,Black
45,2014,Hard work,Working class,Good,Female,14,Black
,2014,Hard work,Middle class,Excellent,Female,16,White
80,2014,Hard work,Middle class,Excellent,Female,20,White
,2014,Both equally,Upper class,Excellent,Male,16,White
,2014,Hard work,Working class,Good,Female,12,Black
,2014,Both equally,Middle class,Good,Female,16,White
50,2014,Hard work,Working class,Fair,Female,12,White
,2014,Hard work,Middle class,Good,Female,19,White
,2014,Hard work,Working class,Good,Female,14,White
40,2014,Hard work,Working class,Good,Male,12,Hispanic
,2014,Luck or help,Middle class,Good,Male,13,White
60,2014,Hard work,Working class,Excellent,Male,16,White
42,2014,Hard work,Working class,Good,Male,10,Hispanic
40,2014,Both equally,Upper class,Excellent,Female,16,White
40,2014,Hard work,Working class,Fair,Female,14,White
,2014,Luck or help,Working class,Excellent,Female,16,White
32,2014,Hard work,Working class,Good,Female,14,White
3,2014,Hard work,Working class,Fair,Male,12,Black
,2014,Hard work,Working class,Fair,Female,11,White
,2014,Hard work,Middle class,Poor,Female,10,White
,2014,Hard work,Working class,Good,Female,10,White
50,2014,Hard work,Middle class,Excellent,Male,18,White
,2014,Luck or help,Middle class,Fair,Female,12,White
40,2014,Luck or help,Working class,Fair,Female,13,Black
40,2014,Hard work,Middle class,Excellent,Male,8,White
,2014,Hard work,Middle class,Excellent,Female,12,White
,2014,Hard work,Working class,Fair,Female,10,White
,2014,Hard work,Working class,Fair,Male,12,White
40,2014,Hard work,Working class,Good,Female,14,White
70,2014,Hard work,Working class,Good,Male,12,White
55,2014,Hard work,Working class,Excellent,Male,10,White
42,2014,Hard work,Working class,Fair,Female,11,White
35,2014,Hard work,Middle class,Good,Female,12,White
62,2014,Hard work,Working class,Excellent,Male,11,White
58,2014,Hard work,Middle class,Fair,Male,12,White
60,2014,Hard work,Working class,Excellent,Female,16,White
,2014,Hard work,Middle class,Excellent,Female,20,Black
,2014,Both equally,Middle class,Fair,Female,12,Black
40,2014,Hard work,Working class,Good,Male,13,White
40,2014,Hard work,Working class,Fair,Female,16,Black
40,2014,Both equally,Lower class,Excellent,Female,16,Black
40,2014,Hard work,Working class,Fair,Male,18,Black
31,2014,Hard work,Middle class,Good,Female,12,Black
80,2014,Hard work,Working class,Good,Female,14,Black
,2014,Hard work,Working class,Good,Male,14,Black
,2014,Hard work,Working class,Fair,Female,8,Black
,2014,Hard work,Middle class,Excellent,Female,18,Black
,2014,Hard work,Middle class,Fair,Female,11,Black
18,2014,Hard work,Working class,Fair,Female,12,Black
,2014,Both equally,Lower class,Good,Male,16,Black
,2014,Luck or help,Working class,Poor,Male,12,White
40,2014,Hard work,Middle class,Good,Male,20,White
50,2014,Hard work,Middle class,Good,Female,12,Black
,2014,Luck or help,Working class,Good,Male,14,White
,2014,Hard work,Working class,Good,Female,12,Black
89,2014,Luck or help,Working class,Fair,Male,12,Black
45,2014,Hard work,Upper class,Excellent,Male,18,White
55,2014,Hard work,Middle class,Good,Male,16,White
40,2014,Both equally,Upper class,Good,Male,16,White
,2014,Hard work,Middle class,Fair,Female,11,White
20,2014,Hard work,Working class,Good,Male,12,White
30,2014,Hard work,Working class,Good,Female,14,White
50,2014,Hard work,Middle class,Excellent,Male,18,White
40,2014,Hard work,Working class,Excellent,Female,16,Black
,2014,Hard work,Working class,Poor,Male,14,Hispanic
,2014,Both equally,Lower class,Good,Male,12,White
,2014,Hard work,Working class,Fair,Female,12,White
40,2014,Hard work,Working class,Excellent,Male,14,White
,2014,Hard work,Upper class,Good,Male,20,Other
,2014,Hard work,Middle class,Good,Male,16,White
,2014,Hard work,Middle class,Excellent,Female,16,White
,2014,Hard work,Upper class,Excellent,Female,15,White
10,2014,Hard work,Middle class,Excellent,Female,16,White
40,2014,Hard work,Working class,Excellent,Female,12,White
,2014,Hard work,Working class,Poor,Male,14,White
24,2014,Both equally,Middle class,Fair,Male,18,White
40,2014,Both equally,Working class,Fair,Male,14,White
24,2014,Hard work,Working class,Good,Female,19,White
,2014,Hard work,Middle class,Good,Female,14,White
60,2014,Hard work,Middle class,Excellent,Male,20,White
43,2014,Hard work,Working class,Excellent,Male,14,White
,2014,Hard work,Middle class,Fair,Female,14,White
,2014,Hard work,Middle class,Fair,Female,12,White
,2014,Both equally,Working class,Excellent,Male,12,White
,2014,Hard work,Working class,Fair,Female,12,White
,2014,Hard work,Middle class,Good,Male,16,White
40,2014,Both equally,Middle class,Good,Male,16,White
45,2014,Hard work,Middle class,Good,Female,12,White
,2014,Both equally,Lower class,Poor,Female,13,White
,2014,Hard work,Middle class,Good,Male,16,White
,2014,Hard work,Middle class,Fair,Female,16,White
51,2014,Hard work,Working class,Good,Male,13,Black
40,2014,Both equally,Working class,Good,Male,13,White
,2014,Hard work,Middle class,Good,Male,16,Other
21,2014,Hard work,Middle class,Good,Female,14,White
,2014,Hard work,Middle class,Good,Female,12,White
,2014,Hard work,Middle class,Fair,Male,14,White
,2014,Hard work,Middle class,Good,Female,16,White
48,2014,Luck or help,Working class,Good,Male,14,White
24,2014,Both equally,Working class,Excellent,Female,12,White
40,2014,Both equally,Working class,Good,Male,12,White
,2014,Hard work,Middle class,Excellent,Female,18,White
,2014,Both equally,Lower class,Fair,Male,12,White
80,2014,Hard work,Middle class,Excellent,Male,16,White
,2014,Both equally,Middle class,Poor,Male,11,White
47,2014,Hard work,Working class,Fair,Male,11,White
,2014,Hard work,Working class,Fair,Female,15,White
40,2014,Hard work,Middle class,Good,Male,14,White
52,2014,Both equally,Working class,Good,Male,12,White
20,2014,Hard work,Working class,Fair,Female,13,White
50,2014,Hard work,Middle class,Good,Female,16,White
,2014,Hard work,Middle class,Poor,Male,13,White
50,2014,Hard work,Working class,Excellent,Female,12,White
,2014,Hard work,Middle class,Good,Male,12,Black
45,2014,Both equally,Working class,Fair,Female,12,White
40,2014,Both equally,Middle class,Excellent,Female,16,White
,2014,Hard work,,Good,Female,12,White
40,2014,Luck or help,Middle class,Good,Female,12,White
,2014,Hard work,Working class,Poor,Female,12,White
,2014,Hard work,Lower class,Good,Male,12,White
60,2014,Hard work,Middle class,Fair,Male,9,Hispanic
,2014,Hard work,Working class,Fair,Female,13,Black
,2014,Hard work,Middle class,Good,Male,12,White
65,2014,Hard work,Middle class,Excellent,Male,19,White
70,2014,Hard work,Middle class,Fair,Male,17,White
,2014,Hard work,Middle class,Fair,Female,19,White
50,2014,Both equally,Middle class,Good,Female,20,White
,2014,Hard work,Middle class,Good,Male,16,White
,2014,Hard work,Middle class,Good,Female,16,White
,2014,Hard work,Middle class,Good,Female,16,White
,2014,Luck or help,Working class,Good,Male,17,White
,2014,Both equally,Lower class,Poor,Male,10,White
,2014,Hard work,Middle class,Good,Female,14,White
65,2014,Hard work,Working class,Excellent,Male,12,White
40,2014,Hard work,Working class,Fair,Female,14,White
,2014,Luck or help,Middle class,Good,Female,16,White
40,2014,Hard work,Working class,Excellent,Female,18,White
50,2014,Hard work,Working class,Excellent,Male,12,White
40,2014,Hard work,Middle class,Good,Female,14,White
62,2014,Hard work,Working class,Good,Female,16,White
40,2014,Hard work,Working class,Good,Female,16,White
38,2014,Hard work,Working class,Good,Female,12,White
40,2014,Hard work,Working class,Excellent,Female,16,White
15,2014,Hard work,Working class,Fair,Female,14,White
,2014,Hard work,Lower class,Good,Female,9,White
,2014,Both equally,Middle class,Excellent,Male,19,White
40,2014,Hard work,Middle class,Fair,Female,18,White
40,2014,Hard work,Working class,Good,Female,17,White
,2014,Hard work,Lower class,Good,Female,16,Black
,2014,Hard work,Lower class,Poor,Female,10,White
,2014,Both equally,Middle class,Fair,Female,16,Other
,2014,Hard work,Working class,Fair,Male,12,White
,2014,Hard work,Middle class,Fair,Female,13,White
,2014,Both equally,Working class,Fair,Female,12,White
44,2014,Luck or help,Middle class,Good,Male,12,White
,2014,Luck or help,Lower class,Good,Male,15,White
40,2014,Both equally,Working class,Good,Female,16,White
50,2014,Hard work,Working class,Excellent,Female,14,White
,2014,Both equally,Working class,Fair,Male,13,White
16,2014,Hard work,Working class,Good,Male,12,White
,2014,Hard work,Middle class,Good,Female,18,Other
,2014,Hard work,Working class,Excellent,Male,12,White
,2014,Hard work,Middle class,Fair,Female,11,White
,2014,Hard work,Working class,Poor,Male,10,White
,2014,Hard work,Working class,Good,Female,12,White
53,2014,Hard work,Middle class,Excellent,Male,12,White
60,2014,Both equally,Working class,Fair,Male,12,White
,2014,Hard work,Working class,Excellent,Male,11,White
,2014,Hard work,Middle class,Excellent,Female,18,White
70,2014,Both equally,Working class,Good,Female,13,White
44,2014,Both equally,Middle class,Good,Male,16,White
40,2014,Hard work,Middle class,Excellent,Male,16,White
47,2014,Hard work,Middle class,Good,Female,13,White
40,2014,Hard work,Working class,Fair,Female,14,White
40,2014,Hard work,Working class,Good,Male,12,Other
45,2014,Both equally,Middle class,Good,Female,16,White
,2014,Hard work,Working class,Good,Female,16,White
47,2014,Luck or help,Working class,Good,Female,18,White
,2014,Both equally,Middle class,Good,Female,12,White
30,2014,Hard work,Lower class,Excellent,Female,12,White
,2014,Hard work,Middle class,Good,Male,12,White
40,2014,Hard work,Middle class,Excellent,Male,14,White
,2014,Hard work,Middle class,Good,Female,12,White
58,2014,Hard work,Working class,Good,Male,12,Black
80,2014,Hard work,Middle class,Good,Male,16,White
,2014,Both equally,Working class,Fair,Male,12,White
55,2014,Hard work,Working class,Good,Female,12,White
55,2014,Hard work,Middle class,Good,Male,18,White
50,2014,Both equally,Middle class,Good,Male,16,White
70,2014,Hard work,Working class,Good,Female,13,White
40,2014,Hard work,Middle class,Good,Female,18,White
45,2014,Hard work,Middle class,Good,Male,12,White
,2014,Hard work,Middle class,Excellent,Male,16,Black
38,2014,Both equally,Working class,Good,Male,14,White
,2014,Hard work,Working class,Good,Female,17,White
39,2014,Both equally,Working class,Good,Male,12,White
,2014,Hard work,Working class,Good,Male,12,White
54,2014,Hard work,Working class,Excellent,Female,14,White
25,2014,Hard work,Working class,Excellent,Female,12,White
43,2014,Hard work,Working class,Fair,Female,6,Hispanic
,2014,Hard work,Lower class,Poor,Male,12,White
,2014,Luck or help,Middle class,Fair,Male,14,White
60,2014,Hard work,Middle class,Excellent,Male,20,White
50,2014,Both equally,Working class,Fair,Female,19,White
40,2014,Hard work,Working class,Good,Female,12,White
55,2014,Hard work,Working class,Good,Male,12,White
,2014,Hard work,Lower class,Good,Male,12,White
,2014,Luck or help,Middle class,Poor,Male,11,White
,2014,Hard work,Working class,Excellent,Male,12,Black
40,2014,Luck or help,Middle class,Good,Male,17,White
30,2014,Both equally,Working class,Excellent,Male,13,White
50,2014,Both equally,Middle class,Good,Male,12,White
40,2014,Hard work,Working class,Good,Male,16,White
60,2014,Hard work,Working class,Good,Male,14,White
,2014,Both equally,Middle class,Good,Male,12,White
40,2014,Both equally,Middle class,Good,Male,15,Hispanic
,2014,Hard work,Working class,Fair,Female,9,White
40,2014,Both equally,Working class,Good,Female,16,White
,2014,Hard work,Working class,Fair,Male,15,White
40,2014,Hard work,Middle class,Excellent,Female,18,White
68,2014,Luck or help,Middle class,Good,Female,12,Black
,2014,Both equally,Lower class,Fair,Female,10,Black
45,2014,Hard work,Working class,Good,Female,14,White
36,2014,Hard work,Working class,Good,Female,11,White
,2014,Both equally,Middle class,Excellent,Male,17,Black
40,2014,Hard work,Working class,Good,Female,17,Black
40,2014,Hard work,Working class,Fair,Male,12,Black
60,2014,Both equally,Middle class,Good,Male,12,White
20,2014,Hard work,Working class,Good,Female,12,White
,2014,Hard work,Working class,Good,Female,15,Black
,2014,Both equally,Middle class,Good,Female,16,Hispanic
45,2014,Hard work,Working class,Good,Male,11,Black
40,2014,Hard work,Lower class,Excellent,Female,16,Black
40,2014,Hard work,Working class,Excellent,Female,18,Black
,2014,Hard work,Middle class,Good,Male,10,White
40,2014,Luck or help,Middle class,Good,Female,6,Black
25,2014,Both equally,Working class,Fair,Male,12,White
,2014,Hard work,Middle class,Excellent,Female,12,White
,2014,Both equally,Lower class,Poor,Male,12,Black
,2014,Hard work,Lower class,Good,Male,13,White
40,2014,Hard work,Middle class,Good,Female,11,White
,2014,Hard work,Lower class,Poor,Female,8,Hispanic
12,2014,Hard work,Lower class,Good,Female,14,White
40,2014,Hard work,Working class,Good,Female,16,White
60,2014,Hard work,Middle class,Excellent,Male,20,White
79,2014,Hard work,Middle class,Good,Male,12,Hispanic
40,2014,Hard work,Working class,Good,Female,12,White
,2014,Hard work,Working class,Fair,Female,13,Hispanic
40,2014,Hard work,Middle class,Excellent,Female,13,White
50,2014,Hard work,Working class,Good,Male,13,Hispanic
32,2014,Hard work,Working class,Excellent,Male,12,White
,2014,Hard work,Middle class,Good,Female,11,White
,2014,Hard work,Working class,Fair,Female,11,Hispanic
,2014,Both equally,Middle class,Excellent,Female,18,White
35,2014,Hard work,Middle class,Excellent,Male,11,Hispanic
50,2014,Hard work,Lower class,Fair,Female,11,Hispanic
,2014,Hard work,Working class,Good,Male,7,Hispanic
,2014,Hard work,Working class,Fair,Male,5,Hispanic
20,2014,Hard work,Middle class,Excellent,Male,14,White
,2014,Hard work,Working class,Excellent,Female,15,Hispanic
,2014,Hard work,Lower class,Excellent,Female,9,Hispanic
89,2014,Hard work,Working class,Good,Male,12,White
,2014,Hard work,Working class,Good,Female,12,Hispanic
,2014,Hard work,Working class,Good,Female,15,Hispanic
45,2014,Hard work,Working class,Good,Male,13,Hispanic
60,2014,Both equally,Middle class,Good,Female,17,Hispanic
60,2014,Hard work,Working class,Good,Male,8,Hispanic
40,2014,Hard work,Working class,Excellent,Male,12,Hispanic
50,2014,Both equally,Working class,Good,Female,4,Hispanic
,2014,Hard work,Working class,Excellent,Male,9,Hispanic
20,2014,Hard work,Working class,Fair,Female,12,Hispanic
57,2014,Hard work,Working class,Poor,Female,10,White
,2014,Hard work,Lower class,Fair,Female,6,Hispanic
,2014,Hard work,Middle class,Fair,Female,12,Black
40,2014,Hard work,Working class,Good,Male,16,Hispanic
28,2014,Hard work,Middle class,Fair,Female,0,Other
