"","X","id","childs","age","agekdbrn","educ","class","memnum","racehisp","geography","religion","place","female","degree","agekdbrn_30plus"
"1009",1009,1485,2,29,NA,14,"Working class",1,"White","Smaller city","None","Midwest","Yes","Some College",NA
"1010",1010,1486,3,50,21,11,"Lower class",0,"Black","Suburb","Protestant","Southeast","Yes","Less Than HS",0
"1011",1011,1492,2,60,20,12,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1012",1012,1492,2,33,NA,16,"Middle class",3,"White","Suburb","Protestant","Midwest","No","College Degree",NA
"1013",1013,1493,0,43,NA,14,"Working class",1,"White","Smaller city","Catholic","Southeast","Yes","Some College",NA
"1014",1014,1494,0,62,NA,12,"Middle class",8,"White","Suburb","Catholic","Midwest","Yes","HS Diploma",NA
"1015",1015,1494,3,40,19,16,"Middle class",2,"White","Smaller city","None","Southeast","No","College Degree",0
"1016",1016,1495,5,70,NA,12,"Working class",1,"White","Smaller city","Protestant","Southeast","No","HS Diploma",NA
"1017",1017,1496,1,79,22,11,"Middle class",1,"White","Smaller city","None","Southeast","Yes","Less Than HS",0
"1018",1018,1500,3,48,20,13,"Working class",1,"White","Smaller city","Protestant","Southeast","No","Some College",0
"1019",1019,1503,6,67,NA,12,"Middle class",2,"Black","Smaller city","Protestant","Midwest","Yes","HS Diploma",NA
"1020",1020,1505,0,21,NA,12,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
"1021",1021,1506,0,60,NA,16,"Middle class",1,"White","Smaller city","Catholic","Southeast","No","College Degree",NA
"1022",1022,1507,7,75,NA,8,"Middle class",2,"White","Smaller city","Protestant","Midwest","Yes","Less Than HS",NA
"1023",1023,1507,0,21,NA,12,"Working class",0,"White","Smaller city","None","Southeast","Yes","HS Diploma",NA
"1024",1024,1509,3,68,18,11,"Middle class",0,"White","Smaller city","Catholic","Southeast","Yes","Less Than HS",0
"1025",1025,1510,1,39,24,12,"Middle class",2,"White","Smaller city","Catholic","Southeast","Yes","HS Diploma",0
"1026",1026,1511,2,44,34,14,"Working class",7,"White","Smaller city","Protestant","Southeast","No","Some College",1
"1027",1027,1516,2,89,21,8,"Working class",0,"White","Smaller city","Catholic","Southeast","Yes","Less Than HS",0
"1028",1028,1517,2,55,21,13,"Working class",1,"White","Smaller city","None","Southeast","Yes","Some College",0
"1029",1029,1518,2,64,24,13,"Middle class",0,"White","Smaller city","Other","Southeast","Yes","Some College",0
"1030",1030,1519,2,80,NA,12,"Middle class",1,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",NA
"1031",1031,1523,2,32,18,12,"Working class",2,"White","Smaller city","Other","Southeast","Yes","HS Diploma",0
"1032",1032,1524,2,36,18,12,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1033",1033,1525,3,80,25,15,"Middle class",1,"White","Smaller city","Catholic","Southeast","No","Some College",0
"1034",1034,1526,3,87,29,14,"Middle class",2,"White","Smaller city","Protestant","Southeast","No","Some College",0
"1035",1035,1528,4,66,NA,12,"Working class",0,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",NA
"1036",1036,1528,2,71,22,12,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1037",1037,1529,1,57,24,14,"Upper class",0,"White","Smaller city","None","Southeast","Yes","Some College",0
"1038",1038,1530,2,36,NA,12,"Working class",4,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",NA
"1039",1039,1531,0,21,NA,14,"Middle class",0,"White","Smaller city","Catholic","Southeast","Yes","Some College",NA
"1040",1040,1535,0,57,NA,17,"Middle class",5,"White","Smaller city","Protestant","Midwest","Yes","Grad/Prof Degree",NA
"1041",1041,1537,3,38,17,9,"Lower class",0,"Hispanic","Smaller city","Catholic","Southeast","Yes","Less Than HS",0
"1042",1042,1539,1,25,22,14,"Working class",0,"Hispanic","Smaller city","Protestant","Southeast","No","Some College",0
"1043",1043,1540,2,30,21,13,"Working class",0,"White","Smaller city","Catholic","Southeast","Yes","Some College",0
"1044",1044,1541,5,73,18,10,"Middle class",0,"Other","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
"1045",1045,1542,0,44,NA,9,"Working class",0,"White","Smaller city","Protestant","Southeast","No","Less Than HS",NA
"1046",1046,1543,3,59,18,14,"Middle class",1,"White","Smaller city","None","Southeast","No","Some College",0
"1047",1047,1547,1,32,18,20,"Middle class",5,"Black","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",0
"1048",1048,1548,3,52,24,13,"Working class",3,"Black","Smaller city","Protestant","Southeast","No","Some College",0
"1049",1049,1550,0,39,NA,18,"Working class",0,"White","Smaller city","Protestant","Midwest","No","Grad/Prof Degree",NA
"1050",1050,1551,2,47,23,11,"Working class",1,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",0
"1051",1051,1554,0,45,NA,10,"Lower class",2,"Black","Smaller city","Protestant","Southeast","Yes","Less Than HS",NA
"1052",1052,1557,2,23,21,12,"Working class",2,"Black","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1053",1053,1558,5,43,19,9,"Working class",1,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",0
"1054",1054,1559,3,30,20,16,"Working class",1,"Black","Smaller city","None","Southeast","Yes","College Degree",0
"1055",1055,1561,2,30,NA,7,"Working class",0,"White","Rural","Protestant","Southeast","No","Less Than HS",NA
"1056",1056,1561,0,50,NA,8,"Working class",0,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",NA
"1057",1057,1562,1,29,NA,14,"Lower class",2,"White","Rural","Protestant","Southeast","No","Some College",NA
"1058",1058,1562,4,75,31,20,"Middle class",1,"Hispanic","Smaller city","None","Southeast","No","Grad/Prof Degree",1
"1059",1059,1565,1,36,30,14,"Working class",5,"Black","Smaller city","Protestant","Southeast","Yes","Some College",1
"1060",1060,1566,5,43,15,11,"Working class",0,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",0
"1061",1061,1567,2,26,18,13,"Middle class",2,"Black","Smaller city","None","Southeast","Yes","Some College",0
"1062",1062,1568,3,71,NA,11,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",NA
"1063",1063,1569,0,34,NA,16,"Working class",0,"White","Smaller city","Catholic","Southeast","No","College Degree",NA
"1064",1064,1570,0,64,NA,12,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
"1065",1065,1573,2,28,23,12,"Working class",1,"Black","Smaller city","Eastern","Southeast","No","HS Diploma",0
"1066",1066,1574,1,50,25,14,"Middle class",2,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
"1067",1067,1575,2,70,NA,17,"Working class",0,"White","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",NA
"1068",1068,1575,0,20,NA,11,"Working class",0,"White","Smaller city","None","Southeast","No","Less Than HS",NA
"1069",1069,1578,0,26,NA,12,"Working class",1,"Black","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
"1070",1070,1581,1,51,33,12,"Working class",1,"White","Smaller city","Protestant","Southeast","No","HS Diploma",1
"1071",1071,1583,0,64,NA,12,"Working class",0,"White","Smaller city","Other","Southeast","Yes","HS Diploma",NA
"1072",1072,1583,1,58,NA,15,"Middle class",2,"White","Smaller city","Catholic","Southeast","Yes","Some College",NA
"1073",1073,1585,2,48,NA,12,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
"1074",1074,1585,0,26,NA,16,"Middle class",1,"Other","Smaller city","Protestant","Southeast","Yes","College Degree",NA
"1075",1075,1587,8,81,19,11,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
"1076",1076,1588,0,83,NA,14,"Working class",0,"White","Smaller city","Jewish","Southeast","No","Some College",NA
"1077",1077,1590,0,25,NA,12,"Working class",0,"White","Suburb","Catholic","Southeast","Yes","HS Diploma",NA
"1078",1078,1591,3,45,29,14,"Working class",0,"White","Suburb","None","Southeast","Yes","Some College",0
"1079",1079,1592,0,48,NA,14,"Working class",0,"White","Suburb","None","Southeast","No","Some College",NA
"1080",1080,1596,2,23,17,15,"Working class",0,"Black","Smaller city","Protestant","Southeast","Yes","Some College",0
"1081",1081,1597,7,71,17,14,"Lower class",0,"Black","Smaller city","Protestant","Southeast","Yes","Some College",0
"1082",1082,1598,0,21,NA,12,"Middle class",0,"Other","Smaller city","Catholic","Southeast","No","HS Diploma",NA
"1083",1083,1600,2,50,17,16,"Lower class",0,"Black","Smaller city","Protestant","Southeast","Yes","College Degree",0
"1084",1084,1601,2,31,17,9,"Middle class",0,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",0
"1085",1085,1601,4,33,NA,9,"Lower class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",NA
"1086",1086,1602,0,47,NA,14,"Lower class",0,"Black","Smaller city","None","Southeast","No","Some College",NA
"1087",1087,1605,0,36,NA,20,"Working class",2,"White","Smaller city","Catholic","Southeast","Yes","Grad/Prof Degree",NA
"1088",1088,1606,2,47,21,14,"Lower class",0,"Black","Smaller city","None","Southeast","No","Some College",0
"1089",1089,1608,4,29,NA,10,"Working class",3,"White","Suburb","Protestant","Southeast","Yes","Less Than HS",NA
"1090",1090,1611,2,67,29,16,"Middle class",3,"White","Smaller city","Protestant","Southeast","Yes","College Degree",0
"1091",1091,1612,0,77,NA,16,"Working class",4,"White","Smaller city","Protestant","Southeast","No","College Degree",NA
"1092",1092,1614,3,47,NA,14,"Working class",1,"Black","Suburb","Protestant","Southeast","Yes","Some College",NA
"1093",1093,1616,3,35,NA,17,"Middle class",1,"White","Suburb","Other","Southeast","Yes","Grad/Prof Degree",NA
"1094",1094,1617,1,38,32,16,"Working class",0,"White","Smaller city","Protestant","Southeast","No","College Degree",1
"1095",1095,1618,1,32,31,14,"Middle class",4,"Black","Smaller city","Protestant","Southeast","Yes","Some College",1
"1096",1096,1622,3,78,NA,12,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
"1097",1097,1623,0,44,NA,19,"Middle class",6,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",NA
"1098",1098,1627,1,62,27,19,"Middle class",2,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",0
"1099",1099,1628,1,49,NA,9,"Lower class",0,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",NA
"1100",1100,1630,2,58,30,17,"Middle class",0,"White","Smaller city","Catholic","Southeast","No","Grad/Prof Degree",1
"1101",1101,1630,2,31,NA,12,"Middle class",0,"White","Smaller city","Protestant","Southeast","No","HS Diploma",NA
"1102",1102,1632,1,27,17,12,"Working class",1,"White","Smaller city","Protestant","Southeast","No","HS Diploma",0
"1103",1103,1633,6,35,NA,16,"Middle class",0,"Black","Smaller city","Protestant","Southeast","Yes","College Degree",NA
"1104",1104,1634,2,53,20,12,"Working class",1,"Hispanic","Smaller city","Catholic","Southeast","Yes","HS Diploma",0
"1105",1105,1635,2,78,NA,12,"Upper class",2,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
"1106",1106,1636,4,60,NA,16,"Working class",0,"White","Smaller city","None","Southeast","No","College Degree",NA
"1107",1107,1637,2,58,30,20,"Middle class",4,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",1
"1108",1108,1639,0,26,NA,12,"Working class",1,"White","Smaller city","Protestant","Southeast","No","HS Diploma",NA
"1109",1109,1639,2,45,39,20,"Upper class",1,"White","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",1
"1110",1110,1640,4,43,28,20,"Middle class",2,"Black","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",0
"1111",1111,1641,0,42,NA,17,"Middle class",2,"White","Smaller city","Other","Southeast","Yes","Grad/Prof Degree",NA
"1112",1112,1644,0,26,NA,16,"Middle class",1,"White","Smaller city","Protestant","Southeast","No","College Degree",NA
"1113",1113,1645,4,40,19,15,"Working class",2,"Other","Suburb","Catholic","Southeast","Yes","Some College",0
"1114",1114,1650,0,21,NA,13,"Middle class",0,"White","Suburb","Protestant","Southeast","Yes","Some College",NA
"1115",1115,1651,1,44,40,19,"Working class",10,"Black","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",1
"1116",1116,1654,1,28,21,18,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",0
"1117",1117,1655,1,46,NA,18,"Middle class",0,"White","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",NA
"1118",1118,1656,3,75,25,14,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
"1119",1119,1657,2,30,26,20,"Middle class",6,"Other","Smaller city","Catholic","Southeast","No","Grad/Prof Degree",0
"1120",1120,1660,3,40,26,11,"Upper class",2,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",0
"1121",1121,1661,0,48,NA,14,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
"1122",1122,1663,0,28,NA,16,"Middle class",3,"White","Smaller city","None","Southeast","Yes","College Degree",NA
"1123",1123,1664,0,28,NA,15,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
"1124",1124,1665,3,56,21,13,"Working class",2,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
"1125",1125,1666,1,51,41,16,"Middle class",8,"White","Smaller city","Protestant","Southeast","No","College Degree",1
"1126",1126,1667,1,33,NA,14,"Lower class",7,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
"1127",1127,1667,2,63,23,16,"Upper class",6,"White","Smaller city","Jewish","Southeast","Yes","College Degree",0
"1128",1128,1670,0,26,NA,12,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
"1129",1129,1670,2,71,21,12,"Middle class",1,"White","Smaller city","Protestant","Southeast","No","HS Diploma",0
"1130",1130,1672,0,28,NA,11,"Working class",0,"White","Smaller city","Protestant","Southeast","No","Less Than HS",NA
"1131",1131,1672,1,27,24,15,"Middle class",3,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
"1132",1132,1673,1,27,20,12,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1133",1133,1674,2,31,NA,10,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",NA
"1134",1134,1675,1,39,38,14,"Working class",1,"Hispanic","Smaller city","Other","Southeast","Yes","Some College",1
"1135",1135,1680,2,43,28,14,"Middle class",3,"White","Smaller city","Catholic","Southeast","No","Some College",0
"1136",1136,1682,2,50,22,16,"Middle class",3,"White","Smaller city","Protestant","Southeast","Yes","College Degree",0
"1137",1137,1684,0,23,NA,16,"Middle class",4,"Hispanic","Smaller city","Catholic","Southeast","No","College Degree",NA
"1138",1138,1685,2,76,33,12,"Middle class",2,"White","Smaller city","Protestant","Southeast","No","HS Diploma",1
"1139",1139,1686,3,54,NA,16,"Middle class",3,"White","Rural","Protestant","Southeast","Yes","College Degree",NA
"1140",1140,1686,2,49,28,20,"Middle class",4,"White","Smaller city","Catholic","Southeast","Yes","Grad/Prof Degree",0
"1141",1141,1687,2,54,NA,4,"Lower class",2,"Black","Rural","Protestant","Southeast","No","Less Than HS",NA
"1142",1142,1687,3,31,25,13,"Working class",5,"White","Smaller city","Protestant","Southeast","No","Some College",0
"1143",1143,1688,3,51,30,12,"Middle class",3,"White","Smaller city","Protestant","Southeast","No","HS Diploma",1
"1144",1144,1689,0,23,NA,16,"Working class",7,"Black","Smaller city","Protestant","Southeast","No","College Degree",NA
"1145",1145,1694,0,27,NA,17,"Middle class",0,"White","Smaller city","Other","Southeast","No","Grad/Prof Degree",NA
"1146",1146,1695,2,30,28,16,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","College Degree",0
"1147",1147,1698,2,55,25,14,"Middle class",5,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
"1148",1148,1699,1,58,NA,17,"Working class",3,"Black","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",NA
"1149",1149,1700,2,40,19,10,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
"1150",1150,1703,1,34,NA,12,"Middle class",0,"White","Suburb","Protestant","Southeast","Yes","HS Diploma",NA
"1151",1151,1703,1,49,26,15,"Lower class",0,"White","Smaller city","Other","Southeast","Yes","Some College",0
"1152",1152,1705,2,31,NA,12,"Middle class",0,"Black","Suburb","Protestant","Southeast","Yes","HS Diploma",NA
"1153",1153,1705,2,38,30,16,"Middle class",4,"White","Smaller city","Protestant","Southeast","Yes","College Degree",1
"1154",1154,1706,2,33,25,12,"Middle class",3,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1155",1155,1707,3,60,18,11,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
"1156",1156,1708,0,33,NA,12,"Middle class",2,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
"1157",1157,1711,2,48,18,10,"Middle class",0,"Black","Smaller city","None","Southeast","No","Less Than HS",0
"1158",1158,1713,1,51,NA,13,"Middle class",3,"White","Suburb","Protestant","Southeast","No","Some College",NA
"1159",1159,1715,1,28,NA,12,"Working class",2,"White","Suburb","Catholic","Southeast","No","HS Diploma",NA
"1160",1160,1716,1,36,30,15,"Lower class",4,"White","Smaller city","None","Southeast","Yes","Some College",1
"1161",1161,1717,1,36,25,12,"Working class",0,"Hispanic","Smaller city","Catholic","Southeast","Yes","HS Diploma",0
"1162",1162,1719,2,47,25,14,"Middle class",0,"Hispanic","Smaller city","Catholic","Southeast","Yes","Some College",0
"1163",1163,1722,2,27,21,12,"Working class",1,"Hispanic","Smaller city","Catholic","Southeast","Yes","HS Diploma",0
"1164",1164,1722,0,38,NA,17,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",NA
"1165",1165,1724,2,85,NA,13,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
"1166",1166,1725,1,27,24,11,"Working class",0,"Hispanic","Smaller city","Catholic","Southeast","Yes","Less Than HS",0
"1167",1167,1726,6,62,19,9,"Working class",0,"Hispanic","Smaller city","Catholic","Southeast","Yes","Less Than HS",0
"1168",1168,1729,0,36,NA,14,"Middle class",3,"White","Smaller city","Protestant","Southeast","No","Some College",NA
"1169",1169,1731,0,52,NA,12,"Working class",0,"Hispanic","Smaller city","Catholic","Southeast","No","HS Diploma",NA
"1170",1170,1733,5,61,19,8,"Working class",0,"Hispanic","Smaller city","Catholic","Southeast","Yes","Less Than HS",0
"1171",1171,1737,3,75,NA,12,"Middle class",0,"White","Suburb","Catholic","Southeast","Yes","HS Diploma",NA
"1172",1172,1739,0,35,NA,14,"Working class",1,"Hispanic","Smaller city","Catholic","Southeast","Yes","Some College",NA
"1173",1173,1742,2,29,23,12,"Working class",0,"White","Rural","None","Southeast","No","HS Diploma",0
"1174",1174,1745,2,57,23,17,"Middle class",5,"White","Rural","Protestant","Southeast","Yes","Grad/Prof Degree",0
"1175",1175,1748,7,57,NA,7,"Working class",0,"Black","Smaller city","Protestant","Southeast","Yes","Less Than HS",NA
"1176",1176,1748,1,23,20,12,"Working class",0,"Black","Rural","Protestant","Southeast","No","HS Diploma",0
"1177",1177,1751,3,68,20,14,"Working class",5,"White","Rural","Protestant","Southeast","Yes","Some College",0
"1178",1178,1752,1,43,NA,16,"Middle class",1,"White","Suburb","Catholic","Southeast","No","College Degree",NA
"1179",1179,1753,2,43,25,11,"Working class",3,"Other","Rural","Protestant","Southeast","No","Less Than HS",0
"1180",1180,1755,0,30,NA,12,"Middle class",1,"White","Suburb","Protestant","Southeast","Yes","HS Diploma",NA
"1181",1181,1756,2,74,23,12,"Middle class",1,"White","Rural","Protestant","Southeast","Yes","HS Diploma",0
"1182",1182,1757,4,59,20,5,"Working class",0,"White","Rural","Protestant","Southeast","No","Less Than HS",0
"1183",1183,1758,3,56,23,12,"Lower class",2,"White","Rural","Protestant","Southeast","Yes","HS Diploma",0
"1184",1184,1760,3,51,20,12,"Working class",1,"White","Rural","Protestant","Southeast","No","HS Diploma",0
"1185",1185,1765,2,46,19,12,"Working class",0,"White","Rural","Protestant","Southeast","Yes","HS Diploma",0
"1186",1186,1766,2,26,NA,14,"Working class",0,"Black","Suburb","Catholic","Southeast","Yes","Some College",NA
"1187",1187,1766,2,59,26,16,"Middle class",1,"White","Rural","Protestant","Southeast","No","College Degree",0
"1188",1188,1767,3,36,31,14,"Working class",1,"White","Rural","Protestant","Southeast","No","Some College",1
"1189",1189,1769,0,21,NA,15,"Working class",0,"White","Smaller city","None","Southeast","No","Some College",NA
"1190",1190,1769,4,40,NA,11,"Working class",0,"Black","Suburb","Catholic","Southeast","Yes","Less Than HS",NA
"1191",1191,1770,2,24,20,12,"Middle class",0,"White","Smaller city","Other","Southeast","Yes","HS Diploma",0
"1192",1192,1771,0,27,NA,15,"Working class",2,"White","Smaller city","Catholic","Southeast","Yes","Some College",NA
"1193",1193,1772,0,34,NA,18,"Middle class",6,"White","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",NA
"1194",1194,1773,0,43,NA,14,"Middle class",1,"Black","Smaller city","Protestant","Southeast","No","Some College",NA
"1195",1195,1775,0,30,NA,16,"Working class",4,"White","Smaller city","Protestant","Southeast","Yes","College Degree",NA
"1196",1196,1777,3,50,19,9,"Lower class",0,"Black","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
"1197",1197,1781,1,57,27,16,"Upper class",6,"White","Smaller city","Protestant","Southeast","Yes","College Degree",0
"1198",1198,1783,2,35,21,13,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
"1199",1199,1784,1,21,19,10,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
"1200",1200,1784,3,49,NA,10,"Middle class",3,"White","Smaller city","Protestant","Southeast","No","Less Than HS",NA
"1201",1201,1787,1,84,NA,11,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",NA
"1202",1202,1788,3,79,21,12,"Middle class",1,"White","Smaller city","Catholic","Southeast","Yes","HS Diploma",0
"1203",1203,1790,2,68,NA,17,"Middle class",2,"White","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",NA
"1204",1204,1790,2,63,27,13,"Middle class",4,"White","Smaller city","Catholic","Southeast","No","Some College",0
"1205",1205,1793,2,32,27,16,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","College Degree",0
"1206",1206,1795,1,30,25,15,"Working class",2,"White","Smaller city","Protestant","Southeast","No","Some College",0
"1207",1207,1796,0,23,NA,17,"Middle class",0,"White","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",NA
"1208",1208,1796,1,58,NA,12,"Working class",2,"White","Smaller city","Catholic","Southeast","No","HS Diploma",NA
"1209",1209,1798,0,30,NA,16,"Middle class",4,"Black","Smaller city","Protestant","Southeast","No","College Degree",NA
"1210",1210,1799,4,42,17,12,"Middle class",0,"Black","Smaller city","None","Southeast","Yes","HS Diploma",0
"1211",1211,1800,3,43,NA,14,"Middle class",0,"White","Smaller city","Protestant","Southeast","No","Some College",NA
"1212",1212,1800,2,47,18,12,"Lower class",1,"Black","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1213",1213,1801,1,56,31,13,"Working class",0,"Black","Smaller city","Protestant","Southeast","Yes","Some College",1
"1214",1214,1804,3,52,27,12,"Middle class",1,"Black","Smaller city","Protestant","Southeast","No","HS Diploma",0
"1215",1215,1807,1,53,22,14,"Middle class",1,"White","Smaller city","Protestant","West","Yes","Some College",0
"1216",1216,1808,2,66,20,15,"Working class",1,"White","Smaller city","None","West","Yes","Some College",0
"1217",1217,1811,0,62,NA,17,"Upper class",6,"White","Smaller city","Catholic","Southeast","Yes","Grad/Prof Degree",NA
"1218",1218,1811,0,48,NA,12,"Working class",0,"White","Smaller city","None","West","Yes","HS Diploma",NA
"1219",1219,1812,4,55,19,12,"Working class",0,"White","Smaller city",NA,"West","Yes","HS Diploma",0
"1220",1220,1813,2,72,19,12,"Working class",1,"White","Smaller city","Catholic","West","Yes","HS Diploma",0
"1221",1221,1814,0,21,NA,15,"Middle class",1,"White","Smaller city","None","West","No","Some College",NA
"1222",1222,1817,3,57,19,12,"Working class",2,"White","Smaller city","Protestant","West","Yes","HS Diploma",0
"1223",1223,1818,0,35,NA,14,"Upper class",1,"White","Suburb","None","Southeast","Yes","Some College",NA
"1224",1224,1820,1,24,24,15,"Middle class",1,"White","Smaller city","Protestant","West","Yes","Some College",0
"1225",1225,1823,2,64,28,18,"Middle class",0,"White","Smaller city","Catholic","West","No","Grad/Prof Degree",0
"1226",1226,1824,2,42,19,12,"Middle class",1,"White","Smaller city","Protestant","West","Yes","HS Diploma",0
"1227",1227,1825,1,19,NA,11,"Lower class",0,"White","Smaller city","None","Southeast","Yes","Less Than HS",NA
"1228",1228,1826,4,36,27,14,"Working class",4,"White","Smaller city","Protestant","West","Yes","Some College",0
"1229",1229,1827,3,61,25,12,"Working class",1,"White","Smaller city","Protestant","West","No","HS Diploma",0
"1230",1230,1831,2,82,NA,12,"Middle class",3,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
"1231",1231,1832,0,29,NA,20,"Middle class",2,"White","Smaller city","Other","West","No","Grad/Prof Degree",NA
"1232",1232,1833,0,20,NA,13,"Working class",3,"White","Smaller city","Other","West","No","Some College",NA
"1233",1233,1834,0,30,NA,16,"Working class",2,"White","Smaller city","Protestant","West","No","College Degree",NA
"1234",1234,1837,1,63,17,13,"Upper class",2,"White","Smaller city","Protestant","West","Yes","Some College",0
"1235",1235,1838,1,38,32,12,"Middle class",1,"White","Smaller city","Other","West","No","HS Diploma",1
"1236",1236,1839,1,70,26,14,"Working class",0,"White","Smaller city","Protestant","West","No","Some College",0
"1237",1237,1840,2,75,30,16,"Middle class",0,"White","Smaller city","Protestant","West","No","College Degree",1
"1238",1238,1842,1,52,NA,16,"Upper class",5,"White","Smaller city","Protestant","Southeast","Yes","College Degree",NA
"1239",1239,1843,3,47,24,14,"Working class",1,"White","Smaller city","Protestant","West","No","Some College",0
"1240",1240,1844,2,44,21,12,"Middle class",1,"White","Smaller city","Protestant","West","Yes","HS Diploma",0
"1241",1241,1846,5,58,20,13,"Middle class",2,"White","Smaller city","Protestant","West","Yes","Some College",0
"1242",1242,1847,0,32,NA,14,"Working class",2,"White","Smaller city","None","West","Yes","Some College",NA
"1243",1243,1848,0,34,NA,15,"Middle class",2,"White","Suburb","Catholic","Southeast","No","Some College",NA
"1244",1244,1848,2,48,39,20,"Middle class",3,"White","Smaller city","None","West","No","Grad/Prof Degree",1
"1245",1245,1849,2,26,21,12,"Working class",0,"White","Smaller city","Catholic","West","Yes","HS Diploma",0
"1246",1246,1850,1,23,18,11,"Middle class",0,"Hispanic","Smaller city","Protestant","West","Yes","Less Than HS",0
"1247",1247,1851,1,36,25,14,"Working class",7,"White","Smaller city","Catholic","West","No","Some College",0
"1248",1248,1852,0,47,NA,10,"Working class",1,"White","Smaller city","Protestant","West","No","Less Than HS",NA
"1249",1249,1855,0,49,NA,13,"Middle class",3,"White","Smaller city","Protestant","West","No","Some College",NA
"1250",1250,1856,0,23,NA,12,"Working class",0,"White","Smaller city","Other","West","No","HS Diploma",NA
"1251",1251,1857,1,75,23,15,"Middle class",2,"White","Smaller city","Protestant","West","Yes","Some College",0
"1252",1252,1859,0,28,NA,18,"Middle class",5,"White","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",NA
"1253",1253,1859,3,71,19,12,"Middle class",2,"White","Smaller city","Protestant","West","Yes","HS Diploma",0
"1254",1254,1860,0,31,NA,13,"Middle class",1,"Hispanic","Smaller city","Other","West","No","Some College",NA
"1255",1255,1864,0,48,NA,8,"Middle class",0,"White","Smaller city","Protestant","West","No","Less Than HS",NA
